====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,468.1,458,Ω,
0004,절연저항 측정(500V),NG,4000,3970,     ,㏁,
0005,내전압 측정,OK,     ,0.21,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,402.2,458,Ω,
0004,절연저항 측정(500V),NG,4000,3930,     ,㏁,
0005,내전압 측정,OK,     ,0.21,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,450.8,458,Ω,
0004,절연저항 측정(500V),NG,4000,3950,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,459,458,Ω,
0004,절연저항 측정(500V),NG,4000,3940,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,492.9,458,Ω,
0004,절연저항 측정(500V),NG,4000,3930,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,492.9,458,Ω,
0004,절연저항 측정(500V),NG,4000,3980,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,467.6,458,Ω,
0004,절연저항 측정(500V),NG,4000,3960,     ,㏁,
0005,내전압 측정,OK,     ,0.208,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,517.8,458,Ω,
0004,절연저항 측정(500V),NG,4000,3750,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,NG,415,459.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4600,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,428.9,458,Ω,
0004,절연저항 측정(500V),NG,4000,3580,,㏁,
0005,내전압 측정,OK,,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,428.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4350,,㏁,
0005,내전압 측정,OK,,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,428.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4340,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,422.4,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,428.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4290,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,422.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4370,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,431.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4320,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,433.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4330,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,430.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,433.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,440.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4310,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,434.4,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,425.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4510,     ,㏁,
0005,내전압 측정,OK,     ,0.201,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,427.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,439.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4370,     ,㏁,
0005,내전압 측정,OK,     ,0.201,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4390,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,433.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4330,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,429.4,458,Ω,
0004,절연저항 측정(500V),OK,4000,4410,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,422.8,458,Ω,
0004,절연저항 측정(500V),OK,4000,4370,     ,㏁,
0005,내전압 측정,OK,     ,0.201,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,434.8,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,429.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4380,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,431.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4360,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,442.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4410,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,427.1,458,Ω,
0004,절연저항 측정(500V),OK,4000,4420,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,431.8,458,Ω,
0004,절연저항 측정(500V),OK,4000,4370,     ,㏁,
0005,내전압 측정,OK,     ,0.202,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,418.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4420,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,423.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4260,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,426.1,458,Ω,
0004,절연저항 측정(500V),OK,4000,4320,     ,㏁,
0005,내전압 측정,OK,     ,0.202,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,418.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4270,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,433.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4320,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4300,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,424.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4380,     ,㏁,
0005,내전압 측정,OK,     ,0.202,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,427.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4390,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,431.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4350,     ,㏁,
0005,내전압 측정,OK,     ,0.208,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,436.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4320,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,427.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4390,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,424.1,458,Ω,
0004,절연저항 측정(500V),OK,4000,4310,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,437.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4170,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,438.6,458,Ω,
0004,절연저항 측정(500V),OK,4000,4160,     ,㏁,
0005,내전압 측정,OK,     ,0.202,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,425.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4120,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,430.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4130,     ,㏁,
0005,내전압 측정,OK,     ,1.855,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,436.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4210,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,435.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4150,     ,㏁,
0005,내전압 측정,OK,     ,0.201,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4100,     ,㏁,
0005,내전압 측정,OK,     ,0.208,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432.1,458,Ω,
0004,절연저항 측정(500V),OK,4000,4150,     ,㏁,
0005,내전압 측정,OK,     ,0.202,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,431.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4180,     ,㏁,
0005,내전압 측정,OK,     ,0.2,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,433.8,458,Ω,
0004,절연저항 측정(500V),OK,4000,4070,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432.3,458,Ω,
0004,절연저항 측정(500V),OK,4000,4120,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,432,458,Ω,
0004,절연저항 측정(500V),OK,4000,4160,     ,㏁,
0005,내전압 측정,OK,     ,0.209,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,426.4,458,Ω,
0004,절연저항 측정(500V),OK,4000,4180,     ,㏁,
0005,내전압 측정,OK,     ,0.254,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,429.4,458,Ω,
0004,절연저항 측정(500V),OK,4000,4120,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,429.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4230,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,435.2,458,Ω,
0004,절연저항 측정(500V),OK,4000,4150,     ,㏁,
0005,내전압 측정,OK,     ,0.207,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,429,458,Ω,
0004,절연저항 측정(500V),OK,4000,4200,     ,㏁,
0005,내전압 측정,OK,     ,0.209,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,426.1,458,Ω,
0004,절연저항 측정(500V),OK,4000,4150,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,425.8,458,Ω,
0004,절연저항 측정(500V),OK,4000,4160,     ,㏁,
0005,내전압 측정,OK,     ,0.205,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,436,458,Ω,
0004,절연저항 측정(500V),OK,4000,4150,     ,㏁,
0005,내전압 측정,OK,     ,0.204,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,435.5,458,Ω,
0004,절연저항 측정(500V),OK,4000,4160,     ,㏁,
0005,내전압 측정,OK,     ,1.855,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,434.9,458,Ω,
0004,절연저항 측정(500V),OK,4000,4180,     ,㏁,
0005,내전압 측정,OK,     ,0.203,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
POP NO : ,,Result : ,
MODEL: ,DA4700318J,INSPECTOR : ,0
====================================================================================
Step,항목,Result,Min,Value,Max,Unit
0004,저저항 측정,OK,415,427.7,458,Ω,
0004,절연저항 측정(500V),OK,4000,4170,     ,㏁,
0005,내전압 측정,OK,     ,0.206,2,mA,
0006,방전 후 초기화,OK,,OK,,,
====================================================================================
